"Course_name","Inst_Name","Alloted_
"COMPUTER SCIENCE &
ENGINEERING (DATA
SCIENCE) - TFW","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","1542.00","1577.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"COMPUTER SCIENCE &
ENGINEERING (INTERNET
OF THINGS & CYBER
SECURITY INCLUDING
BLOCK CHAIN
TECHNOLOGY)","SHREE DHANVANTARY COLLEGE OF
ENGINEERING & TECHNOLOGY, KIM","GEN","GUJCET Based","Self-Finance","32487.00","32487.00"
"COMPUTER SCIENCE &
ENGINEERING (INTERNET
OF THINGS)","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","EWS","GUJCET Based","Self-Finance","11971.00","12904.00"
"COMPUTER SCIENCE &
ENGINEERING (INTERNET
OF THINGS)","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","GEN","GUJCET Based","Self-Finance","9175.00","11621.00"
"COMPUTER SCIENCE &
ENGINEERING (INTERNET
OF THINGS)","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","SEBC","GUJCET Based","Self-Finance","19029.00","31354.00"
"COMPUTER SCIENCE &
INFORMATION
TECHNOLOGY","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","EWS","GUJCET Based","Self-Finance","24435.00","25994.00"
"COMPUTER SCIENCE &
INFORMATION
TECHNOLOGY","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","13589.00","23521.00"
"COMPUTER SCIENCE &
INFORMATION
TECHNOLOGY","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","SEBC","GUJCET Based","Self-Finance","25168.00","39359.00"
"COMPUTER SCIENCE &
TECHNOLOGY","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","12644.00","50640.00"
"COMPUTER SCIENCE &
TECHNOLOGY - TFWS","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","TFWs","GUJCET Based","Self-Finance","3947.00","3947.00"
"CYBER SECURITY","FACULTY OF ENGINEERING & TECHNOLOGY-
SIGMA UNIVERSITY, BAKROL, VADODARA","GEN","GUJCET Based","Self-Finance","36024.00","36024.00"
"CYBER SECURITY","INDUS INSTITUTE OF TECH. & ENGG.,
RACHARDA, AHMEDABAD","GEN","GUJCET Based","Self-Finance","19777.00","36974.00"
"CYBER SECURITY","SWARRNIM INSTITUTE OF TECHNOLOGY","GEN","GUJCET Based","Self-Finance","50370.00","50370.00"
"DAIRY TECHNOLOGY -
TFWS","PARUL INSTITUTE OF TECHNOLOGY,
WAGHODIA, VADODARA","TFWs","GUJCET Based","Self-Finance","22825.00","22825.00"
"ELECTRICAL AND
ELECTRONICS
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","6841.00","9268.00"
"ELECTRICAL AND
ELECTRONICS
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","23303.00","28594.00"
"ELECTRICAL AND
ELECTRONICS
ENGINEERING","SCHOOL OF ENGINEERING AND TECHNOLOGY,
NAVRACHANA UNIVERSITY, VADODARA","GEN","GUJCET Based","Self-Finance","24181.00","27881.00"
"ELECTRICAL ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","GEN","GUJCET Based","Self-Finance","25801.00","34272.00"
"ELECTRICAL ENGINEERING","ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY
(WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD","GEN","GUJCET Based","Self-Finance","38722.00","38722.00"
"ELECTRICAL ENGINEERING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","GEN","GUJCET Based","Self-Finance","50253.00","50637.00"
"ELECTRICAL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","EWS","GUJCET Based","Govt / GIA","14102.00","17115.00"
"ELECTRICAL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","GEN","GUJCET Based","Govt / GIA","9241.00","12335.00"
"ELECTRICAL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SEBC","GUJCET Based","Govt / GIA","15432.00","16318.00"
"ELECTRICAL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","ST","GUJCET Based","Govt / GIA","38255.00","38255.00"
"ELECTRICAL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","EWS","JEE Based","Govt / GIA","904983.00","904983.00"
"ELECTRICAL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","GEN","JEE Based","Govt / GIA","901744.00","901744.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRICAL ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SEBC","JEE Based","Govt / GIA","906984.00","906984.00"
"ELECTRICAL ENGINEERING","C. K. PITHAWALA COLLEGE OF ENGG. & TECH.,
SURAT","GEN","GUJCET Based","Self-Finance","20230.00","26403.00"
"ELECTRICAL ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","EWS","GUJCET Based","Self-Finance","27141.00","28335.00"
"ELECTRICAL ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","GEN","GUJCET Based","Self-Finance","16053.00","23550.00"
"ELECTRICAL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","EWS","GUJCET Based","Govt / GIA","33497.00","36910.00"
"ELECTRICAL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","GEN","GUJCET Based","Govt / GIA","19417.00","24762.00"
"ELECTRICAL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","SEBC","GUJCET Based","Govt / GIA","27653.00","39669.00"
"ELECTRICAL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","ST","GUJCET Based","Govt / GIA","29851.00","29851.00"
"ELECTRICAL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","EWS","JEE Based","Govt / GIA","907005.00","907005.00"
"ELECTRICAL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","GEN","JEE Based","Govt / GIA","903672.00","903672.00"
"ELECTRICAL ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","SEBC","JEE Based","Govt / GIA","917999.00","918755.00"
"ELECTRICAL ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","EWS","GUJCET Based","Govt / GIA","9690.00","11857.00"
"ELECTRICAL ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","GUJCET Based","Govt / GIA","4515.00","8552.00"
"ELECTRICAL ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SC","GUJCET Based","Govt / GIA","19462.00","19462.00"
"ELECTRICAL ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SEBC","GUJCET Based","Govt / GIA","12353.00","12988.00"
"ELECTRICAL ENGINEERING","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","GEN","GUJCET Based","Self-Finance","20391.00","37027.00"
"ELECTRICAL ENGINEERING","GIDC DEGREE ENGINEERING COLLEGE, ABRAMA,
NAVSARI","GEN","GUJCET Based","Self-Finance","24420.00","35664.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","GEN","GUJCET Based","Govt / GIA","10623.00","30018.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","SEBC","GUJCET Based","Govt / GIA","38445.00","39399.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","GEN","JEE Based","Govt / GIA","908083.00","908083.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHUJ","GEN","GUJCET Based","Govt / GIA","28199.00","39312.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHUJ","GEN","JEE Based","Govt / GIA","910810.00","918191.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, DAHOD","GEN","GUJCET Based","Govt / GIA","37789.00","37789.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, DAHOD","GEN","JEE Based","Govt / GIA","910200.00","932302.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
GODHRA","GEN","GUJCET Based","Govt / GIA","35477.00","35477.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
GODHRA","GEN","JEE Based","Govt / GIA","915396.00","926808.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA","GEN","GUJCET Based","Govt / GIA","30038.00","50400.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA","GEN","JEE Based","Govt / GIA","900274.00","931662.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
PALANPUR","GEN","GUJCET Based","Govt / GIA","39028.00","40067.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
PALANPUR","GEN","JEE Based","Govt / GIA","911122.00","990118.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","GEN","JEE Based","Govt / GIA","923949.00","931518.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","GUJCET Based","Govt / GIA","15155.00","35208.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","JEE Based","Govt / GIA","906238.00","906734.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","22893.00","24070.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","19270.00","22001.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SC","GUJCET Based","Govt / GIA","37324.00","37705.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","27420.00","37653.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","EWS","JEE Based","Govt / GIA","905941.00","905941.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","JEE Based","Govt / GIA","903816.00","904500.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SEBC","JEE Based","Govt / GIA","911918.00","911918.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, VALSAD","GEN","GUJCET Based","Govt / GIA","16456.00","27202.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, VALSAD","SEBC","GUJCET Based","Govt / GIA","28414.00","33705.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, VALSAD","ST","GUJCET Based","Govt / GIA","39675.00","39675.00"
"ELECTRICAL ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, VALSAD","GEN","JEE Based","Govt / GIA","906974.00","909563.00"
"ELECTRICAL ENGINEERING","GUJARAT POWER ENGG. AND RES. INST. (GPERI)
(PPP), MEVAD, MEHSANA","GEN","GUJCET Based","Self-Finance","22201.00","22201.00"
"ELECTRICAL ENGINEERING","INDUS INSTITUTE OF TECH. & ENGG.,
RACHARDA, AHMEDABAD","GEN","GUJCET Based","Self-Finance","38450.00","38450.00"
"ELECTRICAL ENGINEERING","INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND
MANAGEMENT(IITRAM),AHMEDABAD","EWS","GUJCET Based","Autonomous","35296.00","35296.00"
"ELECTRICAL ENGINEERING","INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND
MANAGEMENT(IITRAM),AHMEDABAD","GEN","GUJCET Based","Autonomous","8642.00","32074.00"
"ELECTRICAL ENGINEERING","INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND
MANAGEMENT(IITRAM),AHMEDABAD","SC","GUJCET Based","Autonomous","36996.00","36996.00"
"ELECTRICAL ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","EWS","GUJCET Based","Self-Finance","8696.00","11105.00"
"ELECTRICAL ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","6040.00","7577.00"
"ELECTRICAL ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","SC","GUJCET Based","Self-Finance","22845.00","24483.00"
"ELECTRICAL ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","8884.00","13812.00"
"ELECTRICAL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ESM","GUJCET Based","Govt / GIA","25116.00","25116.00"
"ELECTRICAL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","GUJCET Based","Govt / GIA","7057.00","9397.00"
"ELECTRICAL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","GUJCET Based","Govt / GIA","5452.00","6755.00"
"ELECTRICAL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SC","GUJCET Based","Govt / GIA","14632.00","21824.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRICAL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","GUJCET Based","Govt / GIA","8825.00","9300.00"
"ELECTRICAL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","JEE Based","Govt / GIA","901503.00","901549.00"
"ELECTRICAL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","JEE Based","Govt / GIA","903021.00","903224.00"
"ELECTRICAL ENGINEERING","L.D.R.P. INSTITUTE OF TECH. & RESEARCH.,
GANDHINAGAR","GEN","GUJCET Based","Self-Finance","36057.00","38892.00"
"ELECTRICAL ENGINEERING","L.E.COLLEGE ,MORBI","GEN","GUJCET Based","Govt / GIA","26847.00","39914.00"
"ELECTRICAL ENGINEERING","L.E.COLLEGE ,MORBI","GEN","JEE Based","Govt / GIA","911665.00","990182.00"
"ELECTRICAL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","ESM","GUJCET Based","Self-Finance","18677.00","18677.00"
"ELECTRICAL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","GUJCET Based","Self-Finance","15591.00","20248.00"
"ELECTRICAL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","GUJCET Based","Self-Finance","8214.00","13808.00"
"ELECTRICAL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","GUJCET Based","Self-Finance","27273.00","38530.00"
"ELECTRICAL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","JEE Based","Self-Finance","904172.00","904172.00"
"ELECTRICAL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","JEE Based","Self-Finance","902822.00","903107.00"
"ELECTRICAL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SC","JEE Based","Self-Finance","919342.00","919342.00"
"ELECTRICAL ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","JEE Based","Self-Finance","906702.00","910249.00"
"ELECTRICAL ENGINEERING","PARUL INSTITUTE OF ENGINEERING &
TECHNOLOGY, WAGHODIA, VADODARA","GEN","GUJCET Based","Self-Finance","14680.00","14680.00"
"ELECTRICAL ENGINEERING","R.N.G. PATEL INSTITUTE OF TECHNOLOGY-
RNGPIT (FETR), BARDOLI","GEN","GUJCET Based","Self-Finance","31020.00","39370.00"
"ELECTRICAL ENGINEERING","S.S.AGRAWAL INSTITUTE OF ENGINEERING &
TECHNOLOGY NAVSARI","GEN","GUJCET Based","Self-Finance","27658.00","39807.00"
"ELECTRICAL ENGINEERING","SAL INSTITUTE OF TECH. & ENGG. RESEARCH,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","26283.00","50043.00"
"ELECTRICAL ENGINEERING","SARDAR PATEL COLLEGE OF ENGINEERING,
BAKROL ANAND","GEN","GUJCET Based","Self-Finance","28961.00","28961.00"
"ELECTRICAL ENGINEERING","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","GEN","GUJCET Based","Self-Finance","27657.00","39117.00"
"ELECTRICAL ENGINEERING","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","EWS","GUJCET Based","Self-Finance","37935.00","50634.00"
"ELECTRICAL ENGINEERING","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","GEN","GUJCET Based","Self-Finance","12957.00","29240.00"
"ELECTRICAL ENGINEERING","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","GEN","GUJCET Based","Govt / GIA","39567.00","39567.00"
"ELECTRICAL ENGINEERING","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","GEN","JEE Based","Govt / GIA","918130.00","990203.00"
"ELECTRICAL ENGINEERING","SHRI SADVIDHYA MANDAL INSTITUTE OF TECH.,
BHARUCH","GEN","GUJCET Based","Self-Finance","36832.00","39854.00"
"ELECTRICAL ENGINEERING","SHRI SITARAM N PATEL INST. OF TECH. & RES.
(SNPIT), BARDOLI, UMRAKH (VIDHYABHARTI
TRUST)","GEN","GUJCET Based","Self-Finance","36428.00","39727.00"
"ELECTRICAL ENGINEERING","SHRI SWAMI ATMANAND SARASWATI INSTITUTE
OF TECH., SURAT","GEN","GUJCET Based","Self-Finance","27945.00","27945.00"
"ELECTRICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","13697.00","17190.00"
"ELECTRICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","9983.00","13379.00"
"ELECTRICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SC","GUJCET Based","Govt / GIA","27153.00","32616.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","17447.00","20337.00"
"ELECTRICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ST","GUJCET Based","Govt / GIA","31278.00","39084.00"
"ELECTRICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","JEE Based","Govt / GIA","902452.00","902897.00"
"ELECTRICAL ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SC","JEE Based","Govt / GIA","910506.00","910506.00"
"ELECTRICAL ENGINEERING -
TFWS","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","TFWs","GUJCET Based","Govt / GIA","7715.00","7715.00"
"ELECTRICAL ENGINEERING -
TFWS","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","TFWs","GUJCET Based","Govt / GIA","13644.00","13644.00"
"ELECTRICAL ENGINEERING -
TFWS","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","TFWs","GUJCET Based","Govt / GIA","22706.00","22706.00"
"ELECTRICAL ENGINEERING -
TFWS","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","TFWs","GUJCET Based","Govt / GIA","18130.00","18130.00"
"ELECTRICAL ENGINEERING -
TFWS","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","12356.00","12356.00"
"ELECTRICAL ENGINEERING -
TFWS","GOVERNMENT ENGINEERING COLLEGE, VALSAD","TFWs","GUJCET Based","Govt / GIA","16072.00","16072.00"
"ELECTRICAL ENGINEERING -
TFWS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","9044.00","9432.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","GEN","GUJCET Based","Self-Finance","16138.00","35117.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","GEN","GUJCET Based","Self-Finance","20473.00","39072.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR","EWS","GUJCET Based","Self-Finance","11486.00","12039.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR","GEN","GUJCET Based","Self-Finance","6747.00","11382.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR","SEBC","GUJCET Based","Self-Finance","16262.00","26715.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","EWS","GUJCET Based","Self-Finance","13987.00","15289.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","GEN","GUJCET Based","Self-Finance","8451.00","13863.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","SEBC","GUJCET Based","Self-Finance","24458.00","50058.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF
TECH., TARSADI, BARDOLI","GEN","GUJCET Based","Self-Finance","35407.00","50203.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","EWS","GUJCET Based","Govt / GIA","15880.00","18316.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","GEN","GUJCET Based","Govt / GIA","9540.00","15806.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","SEBC","GUJCET Based","Govt / GIA","18988.00","27443.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","EWS","JEE Based","Govt / GIA","904564.00","904564.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","GEN","JEE Based","Govt / GIA","902385.00","902462.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","SC","JEE Based","Govt / GIA","928391.00","928391.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","ESM","GUJCET Based","Govt / GIA","25033.00","25033.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","EWS","GUJCET Based","Govt / GIA","2066.00","2103.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","GEN","GUJCET Based","Govt / GIA","1821.00","1924.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","SC","GUJCET Based","Govt / GIA","17045.00","21513.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","SEBC","GUJCET Based","Govt / GIA","4059.00","4831.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","FACULTY OF TECHNOLOGY AND
ENGINEERING(GIA), DHARMSINH DESAI
UNIVERSITY, (DDU), NADIAD","SEBC","JEE Based","Govt / GIA","901691.00","901691.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","EWS","GUJCET Based","Self-Finance","4776.00","5151.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","GEN","GUJCET Based","Self-Finance","2446.00","4610.00"
